id,location,depth,mag,energy,place,date,time
us7000bl6l,us,10,4.4,1.58E+16,"195 km SSE of Attu Station, Alaska",9/6/2020,9:12 PM
us7000bl6p,us,10,4.1,7.94E+15,western Xizang,9/6/2020,9:45 PM
us7000bl6r,us,180.02,4.3,1.26E+16,"82 km E of Lakatoro, Vanuatu",9/6/2020,10:41 PM
us7000bl6t,us,564.97,4.4,1.58E+16,"245 km E of Levuka, Fiji",9/6/2020,11:59 PM
us7000bl8x,us,127.25,4.3,1.26E+16,"62 km NE of Mawlaik, Myanmar",9/10/2020,4:54 PM
us7000bld5,us,10,4.7,3.16E+16,"191 km ENE of Angoram, Papua New Guinea",9/10/2020,7:42 PM
us7000bldc,us,122.02,4.3,1.26E+16,"95 km NNE of Calama, Chile",9/10/2020,7:57 PM
us7000blew,us,10,4.3,1.26E+16,"11 km SW of New Mirpur, Pakistan",9/10/2020,8:23 PM
us7000blf9,us,73.14,4.9,5.01E+16,"80 km S of Finschhafen, Papua New Guinea",9/10/2020,8:31 PM
us7000blfg,us,10,4.6,2.51E+16,"114 km NW of Vallenar, Chile",9/10/2020,8:39 PM
us7000bli6,us,10,4.7,3.16E+16,central Mid-Atlantic Ridge,9/10/2020,10:26 PM
us7000blir,us,10,2.6,2.51E+14,"129 km NNW of San Antonio, Puerto Rico",9/10/2020,11:36 PM
us7000blis,us,108.62,4.3,1.26E+16,"75 km S of Bima, Indonesia",9/10/2020,11:33 PM
us7000bljf,us,123.95,4.6,2.51E+16,"136 km ESE of Iquique, Chile",9/11/2020,12:57 AM
us7000blkf,us,10,4.6,2.51E+16,"130 km ESE of Kamaishi, Japan",9/11/2020,2:13 AM
us7000blkg,us,29.09,4.2,1.00E+16,"13 km SSW of KaparÃ©llion, Greece",9/11/2020,3:01 AM
us7000blkr,us,10,4.4,1.58E+16,"33 km NNW of IlÄm, Nepal",9/11/2020,3:45 AM
us7000bll3,us,9.16,4.7,3.16E+16,"254 km SSE of Attu Station, Alaska",9/11/2020,4:44 AM
us7000blld,us,74.54,4.6,2.51E+16,"15 km NE of Santa Cruz, Philippines",9/11/2020,4:52 AM
us7000blle,us,245.86,4.5,2.00E+16,Mariana Islands region,9/11/2020,4:56 AM
us7000bllf,us,115.36,4.4,1.58E+16,"65 km NNW of San JosÃ© de JÃ¡chal, Argentina",9/11/2020,5:35 AM
us7000blm2,us,51,6.2,1.00E+18,"82 km NNE of Tocopilla, Chile",9/11/2020,7:35 AM
us7000blpf,us,45.09,4.5,2.00E+16,"78 km NNE of Tocopilla, Chile",9/11/2020,8:25 AM
us7000blqh,us,24.28,3.3,1.26E+15,"91 km SSW of Sand Point, Alaska",9/11/2020,9:18 AM
us7000blr1,us,47.13,4.5,2.00E+16,"80 km NNE of Tocopilla, Chile",9/11/2020,10:13 AM
us7000blse,us,10,4.2,1.00E+16,"85 km NW of Port-Vila, Vanuatu",9/7/2020,1:39 AM
us7000blsf,us,40.81,4.2,1.00E+16,"116 km NW of Ternate, Indonesia",9/7/2020,3:29 AM
us7000blsg,us,29.33,4.4,1.58E+16,"83 km ESE of Iwaki, Japan",9/7/2020,3:30 AM
us7000blsh,us,273.72,4.2,1.00E+16,"9 km SSE of Odala, Philippines",9/7/2020,5:07 AM
us7000blsi,us,74.36,4.5,2.00E+16,"145 km N of Neiafu, Tonga",9/7/2020,5:42 AM
us7000blsj,us,10,4.2,1.00E+16,"172 km S of Kokopo, Papua New Guinea",9/7/2020,6:08 AM
us7000blsn,us,10,4,6.31E+15,"92 km NW of Port-Vila, Vanuatu",9/7/2020,3:30 AM
us7000blsq,us,10,4.5,2.00E+16,"88 km NNE of Port-Vila, Vanuatu",9/7/2020,9:27 AM
us7000blss,us,63.15,4.1,7.94E+15,"118 km SSW of Abepura, Indonesia",9/7/2020,9:28 AM
us7000blst,us,27.23,4.3,1.26E+16,"254 km E of Miyako, Japan",9/7/2020,9:53 AM
us7000blsv,us,10,4.1,7.94E+15,"97 km NW of Port-Vila, Vanuatu",9/7/2020,4:32 AM
us7000blsy,us,10,3.9,5.01E+15,"169 km SSE of Nikolski, Alaska",9/7/2020,1:10 PM
us7000blt1,us,10,4.3,1.26E+16,"186 km SE of Petropavlovsk-Kamchatsky, Russia",9/7/2020,7:12 PM
us7000blt2,us,10,4.6,2.51E+16,central Mid-Atlantic Ridge,9/7/2020,9:22 PM
us7000blt3,us,605.2,4.3,1.26E+16,Fiji region,9/7/2020,10:22 PM
us7000blt4,us,10,4.6,2.51E+16,southern East Pacific Rise,9/7/2020,7:38 PM
us7000blt7,us,18.81,4.1,7.94E+15,"Komandorskiye Ostrova, Russia region",9/7/2020,10:23 PM
us7000blt8,us,10,4.6,2.51E+16,"101 km SE of Hasaki, Japan",9/7/2020,1:45 AM
us7000blv2,us,10,4.4,1.58E+16,southeast of Easter Island,9/8/2020,2:15 AM
us7000blv3,us,10,4.4,1.58E+16,Chagos Archipelago region,9/8/2020,1:54 AM
us7000blv5,us,35,4.5,2.00E+16,"30 km ENE of Aras-asan, Philippines",9/8/2020,5:03 AM
us7000blv9,us,468.39,4.7,3.16E+16,"Bonin Islands, Japan region",9/8/2020,12:55 AM
us7000blvc,us,10,4.4,1.58E+16,"111 km NW of Vallenar, Chile",9/8/2020,2:20 AM
us7000blvf,us,25.09,4.5,2.00E+16,"64 km N of Cabodiongan, Philippines",9/8/2020,9:03 AM
us7000blvh,us,48.46,4.2,1.00E+16,"120 km NW of Ternate, Indonesia",9/8/2020,9:43 AM
us7000blvm,us,10,4.2,1.00E+16,"212 km S of Kokopo, Papua New Guinea",9/8/2020,11:21 AM
us7000blvn,us,40.94,4.3,1.26E+16,"154 km ESE of Kokopo, Papua New Guinea",9/8/2020,11:50 AM
us7000blvp,us,10,4.6,2.51E+16,Mid-Indian Ridge,9/8/2020,12:42 PM
us7000blvq,us,10,4.8,3.98E+16,"261 km ESE of Kamaishi, Japan",9/8/2020,1:01 PM
us7000blvr,us,10.47,4.6,2.51E+16,"48 km WSW of Golfito, Costa Rica",9/8/2020,1:29 PM
us7000blvt,us,187.04,4,6.31E+15,off the east coast of the North Island of New Zealand,9/8/2020,2:57 PM
us7000blvu,us,112.92,4.7,3.16E+16,Banda Sea,9/8/2020,3:46 PM
us7000blvx,us,119.86,4.2,1.00E+16,"46 km NNW of Yigo Village, Guam",9/8/2020,7:25 PM
us7000blw1,us,153.61,4.1,7.94E+15,"190 km WSW of Tual, Indonesia",9/8/2020,4:04 AM
us7000blw3,us,10,4.8,3.98E+16,Easter Island region,9/8/2020,5:57 PM
us7000blxt,us,10,4.3,1.26E+16,Carlsberg Ridge,9/11/2020,4:47 PM
us7000blzb,us,10,3.1,7.94E+14,Alaska Peninsula,9/11/2020,1:00 AM
us7000blzs,us,10,4.4,1.58E+16,"63 km E of Kalemie, Democratic Republic of the Congo",9/11/2020,5:52 PM
us7000bm1j,us,17.28,3.5,2.00E+15,"104 km W of Adak, Alaska",9/11/2020,6:58 PM
us7000bm4f,us,12,3.2,1.00E+15,southern Idaho,9/11/2020,8:49 PM
us7000bm53,us,377.21,4.4,1.58E+16,"237 km SE of ShingÅ«, Japan",9/11/2020,9:08 PM
us7000bm6c,us,482.55,4.2,1.00E+16,"Bonin Islands, Japan region",9/11/2020,9:57 PM
us7000bm6y,us,10,4.9,5.01E+16,Scotia Sea,9/11/2020,11:04 PM
us7000bm7e,us,60.19,4.8,3.98E+16,"112 km ESE of Kokopo, Papua New Guinea",9/11/2020,11:30 PM
us7000bm85,us,71.14,4.3,1.26E+16,"Sumbawa region, Indonesia",9/12/2020,12:58 AM
us7000bm9g,us,556.57,5.6,2.51E+17,"279 km E of Levuka, Fiji",9/12/2020,2:37 AM
us7000bm9m,us,32.09,6.1,7.94E+17,"57 km SE of ÅŒfunato, Japan",9/12/2020,2:44 AM
us7000bm9p,us,41.18,4.9,5.01E+16,"74 km SE of ÅŒfunato, Japan",9/12/2020,2:50 AM
us7000bma2,us,30.87,4.5,2.00E+16,"67 km SE of ÅŒfunato, Japan",9/12/2020,3:49 AM
us7000bmbb,us,35,4.6,2.51E+16,south of the Kermadec Islands,9/12/2020,5:59 AM
us7000bmbe,us,51.43,4.4,1.58E+16,"Tarapaca-Antofagasta border region, Chile",9/12/2020,6:45 AM
us7000bmbi,us,136.04,5.1,7.94E+16,"38 km ENE of Port-Olry, Vanuatu",9/12/2020,6:47 AM
us7000bmbs,us,11.01,2.2,1.00E+14,"2 km E of Offstein, Germany",9/11/2020,5:21 AM
us7000bmbt,us,35,4.5,2.00E+16,"131 km W of Waingapu, Indonesia",9/12/2020,7:10 AM
us7000bmcd,us,10,4.7,3.16E+16,"121 km E of Tairua, New Zealand",9/12/2020,7:53 AM
us7000bmcu,us,32.6,3.6,2.51E+15,"28 km WSW of Brooklyn, New Zealand",9/12/2020,8:32 AM
us7000bmcx,us,10,5.9,5.01E+17,Vanuatu,9/12/2020,8:34 AM
us7000bmdd,us,20.4,4.5,2.00E+16,"Near the coast of Atacama, Chile",9/12/2020,9:45 AM
us7000bmdu,us,87.26,4.9,5.01E+16,south of the Fiji Islands,9/12/2020,12:14 PM
us7000bme4,us,10,4.7,3.16E+16,"171 km WSW of Labuan, Indonesia",9/12/2020,1:07 PM
us7000bmem,us,138.34,4.8,3.98E+16,"104 km SSW of Tomohon, Indonesia",9/12/2020,1:38 PM
us7000bmgw,us,13.68,4.3,1.26E+16,"8 km NW of Rubik, Albania",9/12/2020,4:46 PM
us7000bmh8,us,10,4.6,2.51E+16,"82 km ESE of Kuqa, China",9/12/2020,5:19 PM
us7000bmip,us,138.72,5.2,1.00E+17,"208 km NE of Lospalos, Timor Leste",9/12/2020,8:26 PM
us7000bmjn,us,242.26,4.4,1.58E+16,"22 km SE of Uyuni, Bolivia",9/12/2020,9:38 PM
us7000bmki,us,10,4.5,2.00E+16,"Izu Islands, Japan region",9/13/2020,12:14 AM
us7000bmkl,us,199.63,4,6.31E+15,"19 km SE of Tokoroa, New Zealand",9/13/2020,12:29 AM
us7000bmkz,us,67.95,4.7,3.16E+16,"Izu Islands, Japan region",9/13/2020,1:22 AM
us7000bmlb,us,10,4.5,2.00E+16,"44 km S of Behshahr, Iran",9/13/2020,3:04 AM
us7000bmlz,us,10,4.4,1.58E+16,"118 km ENE of Kurumkan, Russia",9/13/2020,4:55 AM
us7000bmm3,us,8.25,1.8,3.98E+13,"9 km NNE of Odessa, Texas",9/13/2020,5:39 AM
us7000bmmy,us,118.08,4,6.31E+15,"127 km ESE of Iquique, Chile",9/13/2020,7:59 AM
us7000bmn1,us,43.98,4.5,2.00E+16,"74 km WSW of Santiago de Cao, Peru",9/13/2020,8:07 AM
us7000bmnb,us,10,3.7,3.16E+15,"0 km ENE of Amatillo, Mexico",9/13/2020,9:54 AM
us7000bmnc,us,61.86,5.4,1.58E+17,"73 km N of Lae, Papua New Guinea",9/13/2020,10:28 AM
us7000bmne,us,41.18,4.8,3.98E+16,"105 km ENE of Hachinohe, Japan",9/13/2020,10:44 AM
us7000bmng,us,15.88,3.2,1.00E+15,"27 km NW of Stanley, Idaho",9/13/2020,10:52 AM
us7000bmnl,us,26.87,3.5,2.00E+15,Gulf of Alaska,9/13/2020,11:11 AM
us7000bmp6,us,10,5.2,1.00E+17,south of the Kermadec Islands,9/13/2020,11:47 AM
us7000bmpc,us,8.8,4.4,1.58E+16,"104 km SSE of Ustâ€™-Kamchatsk Staryy, Russia",9/13/2020,12:13 PM
us7000bmpv,us,64.04,4.3,1.26E+16,"199 km SSE of Tateyama, Japan",9/13/2020,1:26 PM
us7000bmpy,us,10,5,6.31E+16,"16 km S of Uglegorsk, Russia",9/13/2020,1:42 PM
us7000bmq2,us,10,4.6,2.51E+16,"20 km SSE of Uglegorsk, Russia",9/13/2020,2:09 PM
us7000bmq4,us,26.32,4.4,1.58E+16,"87 km SW of Vallenar, Chile",9/13/2020,2:52 PM
us7000bmql,us,10,4.6,2.51E+16,Carlsberg Ridge,9/13/2020,4:16 PM
us7000bmqv,us,35,4.9,5.01E+16,"211 km SE of Sarangani, Philippines",9/13/2020,4:50 PM
us7000bmqx,us,24.9,4.8,3.98E+16,"77 km NNE of Mamuju, Indonesia",9/13/2020,4:59 PM
us7000bmra,us,131.31,5,6.31E+16,"64 km E of Meulaboh, Indonesia",9/13/2020,6:28 PM
us7000bmru,us,10,4.7,3.16E+16,"99 km NNW of Port-Vila, Vanuatu",9/13/2020,7:06 PM
us7000bmrw,us,17.52,3.6,2.51E+15,"106 km S of Sand Point, Alaska",9/13/2020,7:53 PM
us7000bmrx,us,10,2.3,1.26E+14,"35 km NW of Stanley, Idaho",9/13/2020,7:55 PM
us7000bmry,us,10,2.3,1.26E+14,"37 km NW of Stanley, Idaho",9/13/2020,8:06 PM
us7000bms6,us,10,4.8,3.98E+16,"194 km SE of Sarangani, Philippines",9/13/2020,8:41 PM
us7000bmta,us,10,2.9,5.01E+14,"10 km WNW of Stanley, Idaho",9/13/2020,11:23 PM
us7000bmtd,us,10,3.9,5.01E+15,"205 km W of Langlois, Oregon",9/13/2020,11:37 PM
us7000bmth,us,10,2.8,3.98E+14,"142 km SW of Pole Ojea, Puerto Rico",9/13/2020,11:41 PM
us7000bmu2,us,13.74,1.3,1.26E+13,"7 km ESE of La Malbaie, Canada",9/11/2020,12:43 PM
us7000bmuc,us,11.37,1.7,3.16E+13,"7 km ENE of Baie-Saint-Paul, Canada",9/12/2020,3:22 AM
us7000bmup,us,10,4.4,1.58E+16,"193 km SE of Ustâ€™-Kamchatsk Staryy, Russia",9/14/2020,1:15 AM
us7000bmuy,us,547.09,4.6,2.51E+16,Fiji region,9/14/2020,2:12 AM
us7000bmv2,us,10,4.5,2.00E+16,northern Mid-Atlantic Ridge,9/14/2020,1:58 AM
us7000bmvd,us,41.02,4.5,2.00E+16,"191 km SE of Sarangani, Philippines",9/14/2020,2:47 AM
us7000bmwe,us,7.68,2.5,2.00E+14,"62 km S of Spring Creek, Nevada",9/14/2020,4:21 AM
us7000bmwl,us,235.4,4,6.31E+15,"40 km SW of AshkÄsham, Afghanistan",9/14/2020,4:59 AM
us7000bmwp,us,10,2.5,2.00E+14,"183 km W of Ferndale, California",9/14/2020,5:14 AM
us7000bmwy,us,1.87,2.5,2.00E+14,"50 km W of Mentone, Texas",9/14/2020,6:05 AM
us7000bmxj,us,10,2.2,1.00E+14,"14 km WNW of Stanley, Idaho",9/14/2020,7:27 AM
us7000bmxm,us,165.44,4.4,1.58E+16,"70 km E of Atlasovo, Russia",9/14/2020,7:43 AM
us7000bmxp,us,10,5,6.31E+16,south of the Mariana Islands,9/14/2020,8:07 AM
us7000bmy9,us,10,2.5,2.00E+14,"28 km NW of Stanley, Idaho",9/14/2020,9:09 AM
us7000bmyv,us,10,4.8,3.98E+16,southeast of Easter Island,9/14/2020,10:04 AM
us7000bmyy,us,90.33,4.5,2.00E+16,"62 km SE of Ozernovskiy, Russia",9/14/2020,10:08 AM
us7000bmzm,us,10,4.8,3.98E+16,"274 km SW of Merizo Village, Guam",9/14/2020,10:23 AM
us7000bmzn,us,142.04,4.6,2.51E+16,Banda Sea,9/14/2020,11:07 AM
us7000bmzu,us,82.65,4.5,2.00E+16,"70 km NNE of Ishigaki, Japan",9/14/2020,11:30 AM
us7000bn0h,us,11.25,2.2,1.00E+14,"29 km NW of Stanley, Idaho",9/10/2020,7:15 PM
us7000bn0m,us,5,2.6,2.51E+14,"51 km W of Mentone, Texas",9/14/2020,2:06 PM
us7000bn0p,us,3.72,3.2,1.00E+15,"19 km ESE of Lindsay, Texas",9/14/2020,2:14 PM
us7000bn11,us,137.36,4.6,2.51E+16,"6 km ESE of Patulul, Guatemala",9/14/2020,2:29 PM
us7000bn1a,us,10,2.6,2.51E+14,"20 km WNW of Stanley, Idaho",9/14/2020,2:43 PM
us7000bn26,us,181.81,4.4,1.58E+16,"Pagan region, Northern Mariana Islands",9/9/2020,1:57 AM
us7000bn27,us,53.61,4.2,1.00E+16,"near the east coast of Honshu, Japan",9/9/2020,2:45 AM
us7000bn28,us,533.57,4.6,2.51E+16,"173 km S of Levuka, Fiji",9/9/2020,4:24 AM
us7000bn29,us,10,4.4,1.58E+16,"Mindoro, Philippines",9/9/2020,4:53 AM
us7000bn2g,us,99.33,4.4,1.58E+16,"202 km S of Sarangani, Philippines",9/9/2020,7:43 AM
us7000bn2h,us,10,4.4,1.58E+16,"191 km SE of Sarangani, Philippines",9/9/2020,8:04 AM
us7000bn2r,us,10,4.6,2.51E+16,south of the Kermadec Islands,9/9/2020,11:14 AM
us7000bn2z,us,482.96,4.1,7.94E+15,south of the Fiji Islands,9/9/2020,6:15 PM
us7000bn30,us,10,4.3,1.26E+16,"220 km ENE of Port Mathurin, Mauritius",9/9/2020,7:39 PM
us7000bn35,us,178.64,4.3,1.26E+16,"2 km NE of Tejutla, Guatemala",9/9/2020,11:59 AM
us7000bn3h,us,10,4.4,1.58E+16,"116 km WSW of Kushikino, Japan",9/14/2020,4:05 PM
us7000bn3x,us,15.25,3.2,1.00E+15,"26 km NW of Stanley, Idaho",9/14/2020,5:15 PM
us7000bn4e,us,10,2.7,3.16E+14,"24 km WNW of Stanley, Idaho",9/14/2020,5:54 PM
us7000bn6r,us,10,4.7,3.16E+16,"109 km NE of Hihifo, Tonga",9/14/2020,7:53 PM
us7000bn89,us,14.25,2.6,2.51E+14,"46 km SSE of Yellow Pine, Idaho",9/12/2020,8:28 PM
us7000bn9g,us,574.18,4.3,1.26E+16,"223 km E of Levuka, Fiji",9/14/2020,8:27 PM
us7000bnaf,us,9.35,4.3,1.26E+16,"119 km NW of Vallenar, Chile",9/14/2020,10:21 PM
us7000bnap,us,3.78,2.8,3.98E+14,"50 km S of Whites City, New Mexico",9/14/2020,10:40 PM
us7000bnbr,us,242.71,4.3,1.26E+16,"109 km WSW of Abra Pampa, Argentina",9/15/2020,12:55 AM
us7000bncm,us,6.83,3.1,7.94E+14,"50 km S of Whites City, New Mexico",9/15/2020,2:52 AM
us7000bnd1,us,344,6.4,1.58E+18,"18 km WNW of Esso, Russia",9/15/2020,3:41 AM
us7000bnd3,us,10,4.4,1.58E+16,Carlsberg Ridge,9/15/2020,3:13 AM
us7000bndc,us,10,6,6.31E+17,"157 km NNE of Labasa, Fiji",9/15/2020,4:12 AM
us7000bned,us,23,4.5,2.00E+16,"102 km NW of Vallenar, Chile",9/15/2020,5:11 AM
us7000bneq,us,35,4.6,2.51E+16,"4 km NE of Itako, Japan",9/15/2020,6:06 AM
us7000bney,us,10,2.4,1.58E+14,"35 km NW of Stanley, Idaho",9/15/2020,6:36 AM
us7000bnff,us,51.16,4.8,3.98E+16,"10 km NW of Aguas Verdes, Peru",9/15/2020,6:44 AM
us7000bng9,us,10,4.7,3.16E+16,"86 km NNE of Port-Vila, Vanuatu",9/15/2020,8:04 AM
us7000bngw,us,67.59,4.4,1.58E+16,"90 km SSE of Angoram, Papua New Guinea",9/15/2020,9:51 AM
us7000bnh9,us,9.99,4.9,5.01E+16,"189 km NNE of Labasa, Fiji",9/15/2020,10:55 AM
us7000bnhf,us,10,4.5,2.00E+16,"126 km NE of Maketu, New Zealand",9/15/2020,7:29 AM
us7000bnid,us,10,2.5,2.00E+14,"15 km SW of Stanley, Idaho",9/15/2020,2:16 PM
us7000bniv,us,10,4.3,1.26E+16,"27 km WNW of NorÃ°urÃ¾ing, Iceland",9/15/2020,2:52 PM
us7000bniy,us,226.18,4.2,1.00E+16,"88 km W of Abra Pampa, Argentina",9/15/2020,3:34 PM
us7000bnj2,us,10,5,6.31E+16,"117 km SE of Kandrian, Papua New Guinea",9/15/2020,3:38 PM
us7000bnjq,us,10,4.5,2.00E+16,central Mid-Atlantic Ridge,9/10/2020,2:33 AM
us7000bnjr,us,486.05,4.5,2.00E+16,"160 km N of Maubara, Timor Leste",9/10/2020,3:49 AM
us7000bnk1,us,10,4.6,2.51E+16,southwest of Africa,9/10/2020,4:09 PM
us7000bnk2,us,38.19,4.1,7.94E+15,"83 km W of San Juan, Peru",9/10/2020,4:55 PM
us7000bnk5,us,13.77,4.3,1.26E+16,"61 km NW of Tiksi, Russia",9/10/2020,7:34 PM
us7000bnka,us,42.77,4.3,1.26E+16,"194 km SE of Sarangani, Philippines",9/10/2020,10:12 PM
us7000bnkb,us,10,4.1,7.94E+15,"169 km NE of Lorengau, Papua New Guinea",9/10/2020,10:01 PM
us7000bnkc,us,10,4.4,1.58E+16,"187 km WNW of Port-Olry, Vanuatu",9/10/2020,7:46 PM
us7000bnkh,us,10,4.6,2.51E+16,South Sandwich Islands region,9/10/2020,11:59 PM
us7000bnnw,us,29.25,3,6.31E+14,"121 km S of Sand Point, Alaska",9/15/2020,5:24 AM
us7000bnrj,us,10,4.5,2.00E+16,"92 km WSW of San Juan del Sur, Nicaragua",9/15/2020,10:08 PM
us7000bnsh,us,10,5.3,1.26E+17,"14 km SSW of KodÄriÌ‡Ì„, Nepal",9/15/2020,11:34 PM
us7000bnta,us,10,4.3,1.26E+16,"northwest of the Ryukyu Islands, Japan",9/16/2020,1:17 AM
us7000bntd,us,21.79,3.6,2.51E+15,"154 km SSE of Sand Point, Alaska",9/16/2020,1:26 AM
us7000bnuw,us,59.27,4.3,1.26E+16,"70 km WNW of Illapel, Chile",9/16/2020,6:30 AM
us7000bnv6,us,431.68,4.5,2.00E+16,"176 km S of Alo, Wallis and Futuna",9/16/2020,6:50 AM
us7000bnv7,us,39.73,4.7,3.16E+16,"50 km N of Tulagi, Solomon Islands",9/16/2020,6:48 AM
us7000bnvp,us,118.79,5.6,2.51E+17,southeast of the Loyalty Islands,9/16/2020,8:44 AM
us7000bnw5,us,10,4.3,1.26E+16,"112 km SE of Nabire, Indonesia",9/16/2020,11:38 AM
us7000bnw7,us,3.99,2.4,1.58E+14,"14 km SW of Stanley, Idaho",9/16/2020,11:51 AM
us7000bnw9,us,18.79,4.5,2.00E+16,"2 km SSE of Villa Riva, Dominican Republic",9/16/2020,12:06 PM
us7000bnxn,us,10,4.7,3.16E+16,"16 km N of GÃ¼roymak, Turkey",9/16/2020,2:48 PM
